signature,file,startline,startcol,endline,endcol,properties
Landroid/net/ConnectivityManager;->untether(Ljava/lang/String;)I,packages/modules/Connectivity/framework/src/android/net/ConnectivityManager.java,2941,5,2941,25,
Landroid/net/ConnectivityManager;->getTetherableUsbRegexs()[Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/ConnectivityManager.java,3179,5,3179,25,
Landroid/net/ConnectivityManager;->getTetherableWifiRegexs()[Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/ConnectivityManager.java,3197,5,3197,25,
Landroid/net/ConnectivityManager;->getTetherableBluetoothRegexs()[Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/ConnectivityManager.java,3216,5,3216,25,
Landroid/net/ConnectivityManager;->setUsbTethering(Z)I,packages/modules/Connectivity/framework/src/android/net/ConnectivityManager.java,3240,5,3240,25,
Landroid/net/ConnectivityManager;->getLastTetherError(Ljava/lang/String;)I,packages/modules/Connectivity/framework/src/android/net/ConnectivityManager.java,3356,5,3356,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/ConnectivityManager;->isNetworkSupported(I)Z,packages/modules/Connectivity/framework/src/android/net/ConnectivityManager.java,3605,5,3605,88,maxTargetSdk=28&trackingBug=130143562L
Landroid/net/ConnectivityManager;->setProcessDefaultNetworkForHostResolution(Landroid/net/Network;)Z,packages/modules/Connectivity/framework/src/android/net/ConnectivityManager.java,5403,5,5403,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/EthernetManager$Listener;->onAvailabilityChanged(Ljava/lang/String;Z)V,packages/modules/Connectivity/framework-t/src/android/net/EthernetManager.java,165,9,165,92,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/EthernetManager;->getConfiguration(Ljava/lang/String;)Landroid/net/IpConfiguration;,packages/modules/Connectivity/framework-t/src/android/net/EthernetManager.java,192,5,192,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/EthernetManager;->setConfiguration(Ljava/lang/String;Landroid/net/IpConfiguration;)V,packages/modules/Connectivity/framework-t/src/android/net/EthernetManager.java,205,5,205,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/EthernetManager;->isAvailable()Z,packages/modules/Connectivity/framework-t/src/android/net/EthernetManager.java,218,5,218,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/EthernetManager;->isAvailable(Ljava/lang/String;)Z,packages/modules/Connectivity/framework-t/src/android/net/EthernetManager.java,229,5,229,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/EthernetManager;->addListener(Landroid/net/EthernetManager$Listener;)V,packages/modules/Connectivity/framework-t/src/android/net/EthernetManager.java,246,5,246,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/EthernetManager;->addListener(Landroid/net/EthernetManager$Listener;Ljava/util/concurrent/Executor;)V,packages/modules/Connectivity/framework-t/src/android/net/EthernetManager.java,260,5,260,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/EthernetManager;->getAvailableInterfaces()[Ljava/lang/String;,packages/modules/Connectivity/framework-t/src/android/net/EthernetManager.java,319,5,319,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/EthernetManager;->removeListener(Landroid/net/EthernetManager$Listener;)V,packages/modules/Connectivity/framework-t/src/android/net/EthernetManager.java,359,5,359,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/IConnectivityManager;->getActiveNetworkInfo()Landroid/net/NetworkInfo;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,60,1,60,25,
Landroid/net/IConnectivityManager;->getNetworkInfo(I)Landroid/net/NetworkInfo;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,63,1,63,44,maxTargetSdk=28
Landroid/net/IConnectivityManager;->getAllNetworkInfo()[Landroid/net/NetworkInfo;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,66,1,66,25,
Landroid/net/IConnectivityManager;->getActiveLinkProperties()Landroid/net/LinkProperties;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,75,1,75,25,
Landroid/net/IConnectivityManager;->getAllNetworkState()[Landroid/net/NetworkState;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,88,1,88,69,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/IConnectivityManager;->getLastTetherError(Ljava/lang/String;)I,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,98,1,99,99,maxTargetSdk=29&publicAlternatives=%22Use+%7B%40code+TetheringManager%23getLastTetherError%7D+as+alternative%22
Landroid/net/IConnectivityManager;->getTetherableIfaces()[Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,102,1,103,100,maxTargetSdk=29&publicAlternatives=%22Use+%7B%40code+TetheringManager%23getTetherableIfaces%7D+as+alternative%22
Landroid/net/IConnectivityManager;->getTetheredIfaces()[Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,106,1,107,98,maxTargetSdk=29&publicAlternatives=%22Use+%7B%40code+TetheringManager%23getTetheredIfaces%7D+as+alternative%22
Landroid/net/IConnectivityManager;->getTetheringErroredIfaces()[Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,110,1,112,32,maxTargetSdk=29&publicAlternatives=%22Use+%7B%40code+TetheringManager%23getTetheringErroredIfaces%7D+as+Alternative%22
Landroid/net/IConnectivityManager;->getTetherableUsbRegexs()[Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,115,1,116,103,maxTargetSdk=29&publicAlternatives=%22Use+%7B%40code+TetheringManager%23getTetherableUsbRegexs%7D+as+alternative%22
Landroid/net/IConnectivityManager;->getTetherableWifiRegexs()[Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,119,1,120,104,maxTargetSdk=29&publicAlternatives=%22Use+%7B%40code+TetheringManager%23getTetherableWifiRegexs%7D+as+alternative%22
Landroid/net/IConnectivityManager;->reportInetCondition(II)V,packages/modules/Connectivity/framework/src/android/net/IConnectivityManager.aidl,123,1,123,44,maxTargetSdk=28
Landroid/net/INetworkStatsService;->openSession()Landroid/net/INetworkStatsSession;,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsService.aidl,37,1,37,25,
Landroid/net/INetworkStatsService;->openSessionForUsageStats(ILjava/lang/String;)Landroid/net/INetworkStatsSession;,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsService.aidl,46,1,46,69,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/INetworkStatsService;->getDataLayerSnapshotForUid(I)Landroid/net/NetworkStats;,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsService.aidl,50,1,50,25,
Landroid/net/INetworkStatsService;->getMobileIfaces()[Ljava/lang/String;,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsService.aidl,57,1,57,25,
Landroid/net/INetworkStatsService;->forceUpdate()V,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsService.aidl,70,1,70,25,
Landroid/net/INetworkStatsSession;->getSummaryForNetwork(Landroid/net/NetworkTemplate;JJ)Landroid/net/NetworkStats;,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsSession.aidl,30,1,30,25,
Landroid/net/INetworkStatsSession;->getHistoryForNetwork(Landroid/net/NetworkTemplate;I)Landroid/net/NetworkStatsHistory;,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsSession.aidl,33,1,33,25,
Landroid/net/INetworkStatsSession;->getSummaryForAllUid(Landroid/net/NetworkTemplate;JJZ)Landroid/net/NetworkStats;,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsSession.aidl,52,1,52,25,
Landroid/net/INetworkStatsSession;->getHistoryForUid(Landroid/net/NetworkTemplate;IIII)Landroid/net/NetworkStatsHistory;,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsSession.aidl,59,1,59,25,
Landroid/net/INetworkStatsSession;->close()V,packages/modules/Connectivity/framework-t/src/android/net/INetworkStatsSession.aidl,67,1,67,25,
Landroid/net/IpConfiguration;->httpProxy:Landroid/net/ProxyInfo;,packages/modules/Connectivity/framework/src/android/net/IpConfiguration.java,84,5,84,25,
Landroid/net/IpConfiguration;-><init>(Landroid/net/IpConfiguration$IpAssignment;Landroid/net/IpConfiguration$ProxySettings;Landroid/net/StaticIpConfiguration;Landroid/net/ProxyInfo;)V,packages/modules/Connectivity/framework/src/android/net/IpConfiguration.java,106,5,106,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/LinkAddress;->address:Ljava/net/InetAddress;,packages/modules/Connectivity/framework/src/android/net/LinkAddress.java,81,5,81,88,maxTargetSdk=28&trackingBug=115609023L
Landroid/net/LinkAddress;->prefixLength:I,packages/modules/Connectivity/framework/src/android/net/LinkAddress.java,87,5,87,88,maxTargetSdk=28&trackingBug=115609023L
Landroid/net/LinkAddress;->isIPv6()Z,packages/modules/Connectivity/framework/src/android/net/LinkAddress.java,172,5,172,63,maxTargetSdk=28
Landroid/net/LinkAddress;->getNetworkPrefixLength()I,packages/modules/Connectivity/framework/src/android/net/LinkAddress.java,412,5,412,25,
Landroid/net/LinkProperties;->mIfaceName:Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,61,5,61,88,maxTargetSdk=28&trackingBug=115609023L
Landroid/net/LinkProperties;->compareProvisioning(Landroid/net/LinkProperties;Landroid/net/LinkProperties;)Landroid/net/LinkProperties$ProvisioningChange;,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,121,5,121,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/LinkProperties;->getAllAddresses()Ljava/util/List;,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,270,5,270,25,
Landroid/net/LinkProperties;->addStackedLink(Landroid/net/LinkProperties;)Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,853,5,853,25,
Landroid/net/LinkProperties;->getStackedLinks()Ljava/util/List;,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,881,5,881,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/LinkProperties;->hasIPv4Address()Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1053,5,1053,63,maxTargetSdk=28
Landroid/net/LinkProperties;->hasGlobalIPv6Address()Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1108,5,1108,63,maxTargetSdk=28
Landroid/net/LinkProperties;->hasIPv4DefaultRoute()Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1151,5,1151,63,maxTargetSdk=28
Landroid/net/LinkProperties;->hasIPv6DefaultRoute()Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1179,5,1179,63,maxTargetSdk=28
Landroid/net/LinkProperties;->hasIPv4DnsServer()Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1207,5,1207,63,maxTargetSdk=28
Landroid/net/LinkProperties;->hasIPv6DnsServer()Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1235,5,1235,63,maxTargetSdk=28
Landroid/net/LinkProperties;->isIPv6Provisioned()Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1305,5,1305,63,maxTargetSdk=28
Landroid/net/LinkProperties;->isIdenticalInterfaceName(Landroid/net/LinkProperties;)Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1383,5,1383,25,
Landroid/net/LinkProperties;->isIdenticalAddresses(Landroid/net/LinkProperties;)Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1406,5,1406,25,
Landroid/net/LinkProperties;->isIdenticalDnses(Landroid/net/LinkProperties;)Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1418,5,1418,25,
Landroid/net/LinkProperties;->isIdenticalRoutes(Landroid/net/LinkProperties;)Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1471,5,1471,25,
Landroid/net/LinkProperties;->isIdenticalHttpProxy(Landroid/net/LinkProperties;)Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1483,5,1483,88,maxTargetSdk=28&trackingBug=115609023L
Landroid/net/LinkProperties;->isIdenticalStackedLinks(Landroid/net/LinkProperties;)Z,packages/modules/Connectivity/framework/src/android/net/LinkProperties.java,1495,5,1495,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/MacAddress;->ALL_ZEROS_ADDRESS:Landroid/net/MacAddress;,packages/modules/Connectivity/framework/src/android/net/MacAddress.java,62,5,62,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/Network;->netId:I,packages/modules/Connectivity/framework/src/android/net/Network.java,69,5,69,25,
Landroid/net/Network;-><init>(I)V,packages/modules/Connectivity/framework/src/android/net/Network.java,115,5,115,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkAgent;->sendNetworkInfo(Landroid/net/NetworkInfo;)V,packages/modules/Connectivity/framework/src/android/net/NetworkAgent.java,1078,5,1078,88,maxTargetSdk=28&trackingBug=115609023L
Landroid/net/NetworkCapabilities;->mNetworkCapabilities:J,packages/modules/Connectivity/framework/src/android/net/NetworkCapabilities.java,385,5,385,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkCapabilities;->mSignalStrength:I,packages/modules/Connectivity/framework/src/android/net/NetworkCapabilities.java,1731,5,1731,63,maxTargetSdk=28
Landroid/net/NetworkCapabilities;->hasSignalStrength()Z,packages/modules/Connectivity/framework/src/android/net/NetworkCapabilities.java,1757,5,1757,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkCapabilities;->transportNamesOf([I)Ljava/lang/String;,packages/modules/Connectivity/framework/src/android/net/NetworkCapabilities.java,2482,5,2482,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkInfo;-><init>(Landroid/net/NetworkInfo;)V,packages/modules/Connectivity/framework/src/android/net/NetworkInfo.java,182,5,182,25,
Landroid/net/NetworkInfo;->setSubtype(ILjava/lang/String;)V,packages/modules/Connectivity/framework/src/android/net/NetworkInfo.java,253,5,253,25,
Landroid/net/NetworkInfo;->setIsAvailable(Z)V,packages/modules/Connectivity/framework/src/android/net/NetworkInfo.java,372,5,372,25,
Landroid/net/NetworkInfo;->setFailover(Z)V,packages/modules/Connectivity/framework/src/android/net/NetworkInfo.java,403,5,403,25,
Landroid/net/NetworkInfo;->setRoaming(Z)V,packages/modules/Connectivity/framework/src/android/net/NetworkInfo.java,434,5,434,25,
Landroid/net/NetworkRequest;->networkCapabilities:Landroid/net/NetworkCapabilities;,packages/modules/Connectivity/framework/src/android/net/NetworkRequest.java,161,5,161,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkRequest;->requestId:I,packages/modules/Connectivity/framework/src/android/net/NetworkRequest.java,170,5,170,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkRequest;->legacyType:I,packages/modules/Connectivity/framework/src/android/net/NetworkRequest.java,178,5,178,88,maxTargetSdk=28&trackingBug=115609023L
Landroid/net/NetworkState;->network:Landroid/net/Network;,packages/modules/Connectivity/framework/src/android/net/NetworkState.java,41,5,41,88,maxTargetSdk=28&trackingBug=115609023L
Landroid/net/NetworkState;-><init>(Landroid/os/Parcel;)V,packages/modules/Connectivity/framework/src/android/net/NetworkState.java,92,5,92,25,
Landroid/net/NetworkState;->CREATOR:Landroid/os/Parcelable$Creator;,packages/modules/Connectivity/framework/src/android/net/NetworkState.java,117,5,117,25,
Landroid/net/NetworkStats$Entry;->iface:Ljava/lang/String;,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,254,9,254,92,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats$Entry;->uid:I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,257,9,257,29,
Landroid/net/NetworkStats$Entry;->set:I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,260,9,260,29,
Landroid/net/NetworkStats$Entry;->tag:I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,263,9,263,92,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats$Entry;->rxBytes:J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,287,9,287,29,
Landroid/net/NetworkStats$Entry;->rxPackets:J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,290,9,290,92,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats$Entry;->txBytes:J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,293,9,293,29,
Landroid/net/NetworkStats$Entry;->txPackets:J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,296,9,296,92,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats$Entry;->operations:J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,299,9,299,92,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats$Entry;-><init>()V,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,303,9,303,92,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->size:I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,215,5,215,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->capacity:I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,217,5,217,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->iface:[Ljava/lang/String;,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,219,5,219,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->uid:[I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,221,5,221,25,
Landroid/net/NetworkStats;->set:[I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,223,5,223,25,
Landroid/net/NetworkStats;->tag:[I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,225,5,225,25,
Landroid/net/NetworkStats;->metered:[I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,227,5,227,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->roaming:[I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,229,5,229,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->defaultNetwork:[I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,231,5,231,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->rxBytes:[J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,233,5,233,25,
Landroid/net/NetworkStats;->rxPackets:[J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,235,5,235,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->txBytes:[J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,237,5,237,25,
Landroid/net/NetworkStats;->txPackets:[J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,239,5,239,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->operations:[J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,241,5,241,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;-><init>(Landroid/os/Parcel;)V,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,521,5,521,88,maxTargetSdk=30&trackingBug=170729553L
Landroid/net/NetworkStats;->getValues(ILandroid/net/NetworkStats$Entry;)Landroid/net/NetworkStats$Entry;,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,698,5,698,25,
Landroid/net/NetworkStats;->size()I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,756,5,756,25,
Landroid/net/NetworkStats;->getUniqueUids()[I,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,927,5,927,25,
Landroid/net/NetworkStats;->getTotalBytes()J,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,947,5,947,25,
Landroid/net/NetworkStats;->getTotal(Landroid/net/NetworkStats$Entry;)Landroid/net/NetworkStats$Entry;,packages/modules/Connectivity/framework-t/src/android/net/NetworkStats.java,957,5,957,25,
